[36mRunning:[0m input.txt
00: seti [123, 0, 3] at [0, 0, 0, 123, 0, 0]
21: addr [5, 2, 2] at [0, 5673, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5673, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5674, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5674, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5674, 18, 8781753, 11474091, 5675]
19: muli [5, 256, 5] at [0, 5674, 19, 8781753, 11474091, 1452800]
20: gtrr [5, 4, 5] at [0, 5674, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5674, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5674, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5675, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5675, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5675, 18, 8781753, 11474091, 5676]
19: muli [5, 256, 5] at [0, 5675, 19, 8781753, 11474091, 1453056]
20: gtrr [5, 4, 5] at [0, 5675, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5675, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5675, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5676, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5676, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5676, 18, 8781753, 11474091, 5677]
19: muli [5, 256, 5] at [0, 5676, 19, 8781753, 11474091, 1453312]
20: gtrr [5, 4, 5] at [0, 5676, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5676, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5676, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5677, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5677, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5677, 18, 8781753, 11474091, 5678]
19: muli [5, 256, 5] at [0, 5677, 19, 8781753, 11474091, 1453568]
20: gtrr [5, 4, 5] at [0, 5677, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5677, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5677, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5678, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5678, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5678, 18, 8781753, 11474091, 5679]
19: muli [5, 256, 5] at [0, 5678, 19, 8781753, 11474091, 1453824]
20: gtrr [5, 4, 5] at [0, 5678, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5678, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5678, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5679, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5679, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5679, 18, 8781753, 11474091, 5680]
19: muli [5, 256, 5] at [0, 5679, 19, 8781753, 11474091, 1454080]
20: gtrr [5, 4, 5] at [0, 5679, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5679, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5679, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5680, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5680, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5680, 18, 8781753, 11474091, 5681]
19: muli [5, 256, 5] at [0, 5680, 19, 8781753, 11474091, 1454336]
20: gtrr [5, 4, 5] at [0, 5680, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5680, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5680, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5681, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5681, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5681, 18, 8781753, 11474091, 5682]
19: muli [5, 256, 5] at [0, 5681, 19, 8781753, 11474091, 1454592]
20: gtrr [5, 4, 5] at [0, 5681, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5681, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5681, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5682, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5682, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5682, 18, 8781753, 11474091, 5683]
19: muli [5, 256, 5] at [0, 5682, 19, 8781753, 11474091, 1454848]
20: gtrr [5, 4, 5] at [0, 5682, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5682, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5682, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5683, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5683, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5683, 18, 8781753, 11474091, 5684]
19: muli [5, 256, 5] at [0, 5683, 19, 8781753, 11474091, 1455104]
20: gtrr [5, 4, 5] at [0, 5683, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5683, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5683, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5684, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5684, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5684, 18, 8781753, 11474091, 5685]
19: muli [5, 256, 5] at [0, 5684, 19, 8781753, 11474091, 1455360]
20: gtrr [5, 4, 5] at [0, 5684, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5684, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5684, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5685, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5685, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5685, 18, 8781753, 11474091, 5686]
19: muli [5, 256, 5] at [0, 5685, 19, 8781753, 11474091, 1455616]
20: gtrr [5, 4, 5] at [0, 5685, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5685, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5685, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5686, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5686, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5686, 18, 8781753, 11474091, 5687]
19: muli [5, 256, 5] at [0, 5686, 19, 8781753, 11474091, 1455872]
20: gtrr [5, 4, 5] at [0, 5686, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5686, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5686, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5687, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5687, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5687, 18, 8781753, 11474091, 5688]
19: muli [5, 256, 5] at [0, 5687, 19, 8781753, 11474091, 1456128]
20: gtrr [5, 4, 5] at [0, 5687, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5687, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5687, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5688, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5688, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5688, 18, 8781753, 11474091, 5689]
19: muli [5, 256, 5] at [0, 5688, 19, 8781753, 11474091, 1456384]
20: gtrr [5, 4, 5] at [0, 5688, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5688, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5688, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5689, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5689, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5689, 18, 8781753, 11474091, 5690]
19: muli [5, 256, 5] at [0, 5689, 19, 8781753, 11474091, 1456640]
20: gtrr [5, 4, 5] at [0, 5689, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5689, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5689, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5690, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5690, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5690, 18, 8781753, 11474091, 5691]
19: muli [5, 256, 5] at [0, 5690, 19, 8781753, 11474091, 1456896]
20: gtrr [5, 4, 5] at [0, 5690, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5690, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5690, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5691, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5691, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5691, 18, 8781753, 11474091, 5692]
19: muli [5, 256, 5] at [0, 5691, 19, 8781753, 11474091, 1457152]
20: gtrr [5, 4, 5] at [0, 5691, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5691, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5691, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5692, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5692, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5692, 18, 8781753, 11474091, 5693]
19: muli [5, 256, 5] at [0, 5692, 19, 8781753, 11474091, 1457408]
20: gtrr [5, 4, 5] at [0, 5692, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5692, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5692, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5693, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5693, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5693, 18, 8781753, 11474091, 5694]
19: muli [5, 256, 5] at [0, 5693, 19, 8781753, 11474091, 1457664]
20: gtrr [5, 4, 5] at [0, 5693, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5693, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5693, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5694, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5694, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5694, 18, 8781753, 11474091, 5695]
19: muli [5, 256, 5] at [0, 5694, 19, 8781753, 11474091, 1457920]
20: gtrr [5, 4, 5] at [0, 5694, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5694, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5694, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5695, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5695, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5695, 18, 8781753, 11474091, 5696]
19: muli [5, 256, 5] at [0, 5695, 19, 8781753, 11474091, 1458176]
20: gtrr [5, 4, 5] at [0, 5695, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5695, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5695, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5696, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5696, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5696, 18, 8781753, 11474091, 5697]
19: muli [5, 256, 5] at [0, 5696, 19, 8781753, 11474091, 1458432]
20: gtrr [5, 4, 5] at [0, 5696, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5696, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5696, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5697, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5697, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5697, 18, 8781753, 11474091, 5698]
19: muli [5, 256, 5] at [0, 5697, 19, 8781753, 11474091, 1458688]
20: gtrr [5, 4, 5] at [0, 5697, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5697, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5697, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5698, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5698, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5698, 18, 8781753, 11474091, 5699]
19: muli [5, 256, 5] at [0, 5698, 19, 8781753, 11474091, 1458944]
20: gtrr [5, 4, 5] at [0, 5698, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5698, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5698, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5699, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5699, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5699, 18, 8781753, 11474091, 5700]
19: muli [5, 256, 5] at [0, 5699, 19, 8781753, 11474091, 1459200]
20: gtrr [5, 4, 5] at [0, 5699, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5699, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5699, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5700, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5700, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5700, 18, 8781753, 11474091, 5701]
19: muli [5, 256, 5] at [0, 5700, 19, 8781753, 11474091, 1459456]
20: gtrr [5, 4, 5] at [0, 5700, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5700, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5700, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5701, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5701, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5701, 18, 8781753, 11474091, 5702]
19: muli [5, 256, 5] at [0, 5701, 19, 8781753, 11474091, 1459712]
20: gtrr [5, 4, 5] at [0, 5701, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5701, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5701, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5702, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5702, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5702, 18, 8781753, 11474091, 5703]
19: muli [5, 256, 5] at [0, 5702, 19, 8781753, 11474091, 1459968]
20: gtrr [5, 4, 5] at [0, 5702, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5702, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5702, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5703, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5703, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5703, 18, 8781753, 11474091, 5704]
19: muli [5, 256, 5] at [0, 5703, 19, 8781753, 11474091, 1460224]
20: gtrr [5, 4, 5] at [0, 5703, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5703, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5703, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5704, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5704, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5704, 18, 8781753, 11474091, 5705]
19: muli [5, 256, 5] at [0, 5704, 19, 8781753, 11474091, 1460480]
20: gtrr [5, 4, 5] at [0, 5704, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5704, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5704, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5705, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5705, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5705, 18, 8781753, 11474091, 5706]
19: muli [5, 256, 5] at [0, 5705, 19, 8781753, 11474091, 1460736]
20: gtrr [5, 4, 5] at [0, 5705, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5705, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5705, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5706, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5706, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5706, 18, 8781753, 11474091, 5707]
19: muli [5, 256, 5] at [0, 5706, 19, 8781753, 11474091, 1460992]
20: gtrr [5, 4, 5] at [0, 5706, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5706, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5706, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5707, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5707, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5707, 18, 8781753, 11474091, 5708]
19: muli [5, 256, 5] at [0, 5707, 19, 8781753, 11474091, 1461248]
20: gtrr [5, 4, 5] at [0, 5707, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5707, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5707, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5708, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5708, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5708, 18, 8781753, 11474091, 5709]
19: muli [5, 256, 5] at [0, 5708, 19, 8781753, 11474091, 1461504]
20: gtrr [5, 4, 5] at [0, 5708, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5708, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5708, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5709, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5709, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5709, 18, 8781753, 11474091, 5710]
19: muli [5, 256, 5] at [0, 5709, 19, 8781753, 11474091, 1461760]
20: gtrr [5, 4, 5] at [0, 5709, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5709, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5709, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5710, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5710, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5710, 18, 8781753, 11474091, 5711]
19: muli [5, 256, 5] at [0, 5710, 19, 8781753, 11474091, 1462016]
20: gtrr [5, 4, 5] at [0, 5710, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5710, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5710, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5711, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5711, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5711, 18, 8781753, 11474091, 5712]
19: muli [5, 256, 5] at [0, 5711, 19, 8781753, 11474091, 1462272]
20: gtrr [5, 4, 5] at [0, 5711, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5711, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5711, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5712, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5712, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5712, 18, 8781753, 11474091, 5713]
19: muli [5, 256, 5] at [0, 5712, 19, 8781753, 11474091, 1462528]
20: gtrr [5, 4, 5] at [0, 5712, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5712, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5712, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5713, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5713, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5713, 18, 8781753, 11474091, 5714]
19: muli [5, 256, 5] at [0, 5713, 19, 8781753, 11474091, 1462784]
20: gtrr [5, 4, 5] at [0, 5713, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5713, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5713, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5714, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5714, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5714, 18, 8781753, 11474091, 5715]
19: muli [5, 256, 5] at [0, 5714, 19, 8781753, 11474091, 1463040]
20: gtrr [5, 4, 5] at [0, 5714, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5714, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5714, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5715, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5715, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5715, 18, 8781753, 11474091, 5716]
19: muli [5, 256, 5] at [0, 5715, 19, 8781753, 11474091, 1463296]
20: gtrr [5, 4, 5] at [0, 5715, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5715, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5715, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5716, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5716, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5716, 18, 8781753, 11474091, 5717]
19: muli [5, 256, 5] at [0, 5716, 19, 8781753, 11474091, 1463552]
20: gtrr [5, 4, 5] at [0, 5716, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5716, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5716, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5717, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5717, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5717, 18, 8781753, 11474091, 5718]
19: muli [5, 256, 5] at [0, 5717, 19, 8781753, 11474091, 1463808]
20: gtrr [5, 4, 5] at [0, 5717, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5717, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5717, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5718, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5718, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5718, 18, 8781753, 11474091, 5719]
19: muli [5, 256, 5] at [0, 5718, 19, 8781753, 11474091, 1464064]
20: gtrr [5, 4, 5] at [0, 5718, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5718, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5718, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5719, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5719, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5719, 18, 8781753, 11474091, 5720]
19: muli [5, 256, 5] at [0, 5719, 19, 8781753, 11474091, 1464320]
20: gtrr [5, 4, 5] at [0, 5719, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5719, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5719, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5720, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5720, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5720, 18, 8781753, 11474091, 5721]
19: muli [5, 256, 5] at [0, 5720, 19, 8781753, 11474091, 1464576]
20: gtrr [5, 4, 5] at [0, 5720, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5720, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5720, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5721, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5721, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5721, 18, 8781753, 11474091, 5722]
19: muli [5, 256, 5] at [0, 5721, 19, 8781753, 11474091, 1464832]
20: gtrr [5, 4, 5] at [0, 5721, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5721, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5721, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5722, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5722, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5722, 18, 8781753, 11474091, 5723]
19: muli [5, 256, 5] at [0, 5722, 19, 8781753, 11474091, 1465088]
20: gtrr [5, 4, 5] at [0, 5722, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5722, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5722, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5723, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5723, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5723, 18, 8781753, 11474091, 5724]
19: muli [5, 256, 5] at [0, 5723, 19, 8781753, 11474091, 1465344]
20: gtrr [5, 4, 5] at [0, 5723, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5723, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5723, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5724, 24, 8781753, 11474091, 0]
25: seti [17, 2, 2] at [0, 5724, 17, 8781753, 11474091, 0]
18: addi [1, 1, 5] at [0, 5724, 18, 8781753, 11474091, 5725]
19: muli [5, 256, 5] at [0, 5724, 19, 8781753, 11474091, 1465600]
20: gtrr [5, 4, 5] at [0, 5724, 20, 8781753, 11474091, 0]
21: addr [5, 2, 2] at [0, 5724, 21, 8781753, 11474091, 0]
22: addi [2, 1, 2] at [0, 5724, 23, 8781753, 11474091, 0]
24: addi [1, 1, 1] at [0, 5725, 24, 8781753, 11474091, 0]
